Title,Permalink
"Do aliens really exist?",https://www.thespiritualscientist.com/do-aliens-really-exist/
"02.29: Life’s amazing secret",https://www.thespiritualscientist.com/02-29-lifes-amazing-secret/
"02.42-43: When materialism dons a religious costume",https://www.thespiritualscientist.com/02-42-43-when-materialism-dons-a-religious-costume/
"Is there any difference between praying and chanting?",https://www.thespiritualscientist.com/is-there-any-difference-between-praying-and-chanting/
"Is everything pre-destined?",https://www.thespiritualscientist.com/is-everything-pre-destined/
"How do we understand the count of 400,000 human species when the human population is much greater?",https://www.thespiritualscientist.com/how-do-we-understand-the-count-of-400000-human-species-when-the-human-population-is-much-greater/
"17.15: Memorizing scripture doesn't burden our head; it unburdens our heart",https://www.thespiritualscientist.com/17-15-memorizing-scripture-doesnt-burden-our-head-it-unburdens-our-heart/
"Why does the mind seem stronger than the soul?",https://www.thespiritualscientist.com/why-does-the-mind-seem-stronger-than-the-soul/
"Can Animals Perceive God? - Discover Yourself Session 3 Explanation",https://www.thespiritualscientist.com/can-animals-perceive-god-discover-yourself-session-3-explanation/
"How can sex desire be controlled?",https://www.thespiritualscientist.com/how-can-sex-desire-be-controlled/
"How can we offer the results of karmic misdeeds to Krishna?",https://www.thespiritualscientist.com/how-can-we-offer-the-results-of-karmic-misdeeds-to-krishna/
"I find Vedic cosmology difficult to believe. What should i do?",https://www.thespiritualscientist.com/i-find-vedic-cosmology-difficult-to-believe-what-should-i-do/
"Why are women considered less intelligent?",https://www.thespiritualscientist.com/why-are-women-considered-less-intelligent/
"When did Vyasadeva write Bhagavatam?",https://www.thespiritualscientist.com/when-did-vyasadeva-write-bhagavatam/
"Why is Krishna blue?",https://www.thespiritualscientist.com/why-is-krishna-blue/
"04.02: The Original Originality of the Gita",https://www.thespiritualscientist.com/04-02-the-original-originality-of-the-gita/
"What exactly is the heart?",https://www.thespiritualscientist.com/what-exactly-is-the-heart/
"What is the difference between part and separated energy?",https://www.thespiritualscientist.com/what-is-the-difference-between-part-and-separated-energy/
"16.04: Pride (P + Ride) takes us on a Perilous Ride",https://www.thespiritualscientist.com/16-04-pride-p-ride-takes-us-on-a-perilous-ride/
"What is the position of women in a spiritual culture?",https://www.thespiritualscientist.com/what-is-the-position-of-women-in-a-spiritual-culture/
"Why does the Gita say that ""I am intelligence among women?""",https://www.thespiritualscientist.com/why-does-the-gita-say-that-i-am-intelligence-among-women/
"Can i pursue my material ambitions and still make spiritual advancement?",https://www.thespiritualscientist.com/can-i-pursue-my-material-ambitions-and-still-make-spiritual-advancement/
"Why was ashtanga yoga recommended in Satya-yuga?",https://www.thespiritualscientist.com/why-was-ashtanga-yoga-recommended-in-satya-yuga/
"Does Religion Cause War? (long)",https://www.thespiritualscientist.com/does-religion-cause-war-long/
"Does Religion Cause War? (short)",https://www.thespiritualscientist.com/does-religion-cause-war-short/
"Why does every religion claim that it is the only way? Doesn't this lead to violence?",https://www.thespiritualscientist.com/why-does-every-religion-claim-that-it-is-the-only-way-doesnt-this-lead-to-violence/
"Why do people who follow a religion often claim that their path is the only way?",https://www.thespiritualscientist.com/why-do-people-who-follow-a-religion-often-claim-that-their-path-is-the-only-way/
"Is Vedic cosmology verifiable and relevant today?",https://www.thespiritualscientist.com/is-vedic-cosmology-verifiable-and-relevant-today/
"Advanced Astronomy In the Shrimad-Bhagavatam",https://www.thespiritualscientist.com/advanced-astronomy-in-the-shrimad-bhagavatam/
"03.43: Dwell, Desire, Decide, Degrade – No! Discriminate",https://www.thespiritualscientist.com/03-43-dwell-desire-decide-degrade-no-discriminate/
"18.32: Rationalize = Rational + lies: Glamorizing lewdness as “boldness""",https://www.thespiritualscientist.com/18-32-rationalize-rational-lies-glamorizing-lewdness-as-boldness/
"Are Krishna's Gita statements exclusivist?",https://www.thespiritualscientist.com/are-krishnas-gita-statements-exclusivist/
"12.13: Loving as much as our heart longs",https://www.thespiritualscientist.com/12-13-loving-as-much-as-our-heart-longs/
"Is repressing the sexual instinct harmful?",https://www.thespiritualscientist.com/is-repressing-the-sexual-instinct-harmful/
"Does the definition of success vary from person to person or is it universal?",https://www.thespiritualscientist.com/does-the-definition-of-success-vary-from-person-to-person-or-is-it-universal/
"What is the source of variety in spiritual world?",https://www.thespiritualscientist.com/what-is-the-source-of-variety-in-spiritual-world/
"Why is the Shambhu aspect of Lord Shiva glorified as the topmost devotee?",https://www.thespiritualscientist.com/why-is-the-shambhu-aspect-of-lord-shiva-glorified-as-the-topmost-devotee/
"How to control our jealousy and ego?",https://www.thespiritualscientist.com/how-to-control-our-jealousy-and-ego/
"Why is the desire for sex stronger than the desire for any other sense gratification?",https://www.thespiritualscientist.com/why-is-the-desire-for-sex-stronger-than-the-desire-for-any-other-sense-gratification/
"Does the blue color of the sky reflect the color of Krishna?",https://www.thespiritualscientist.com/does-the-blue-color-of-the-sky-reflect-the-color-of-krishna/
"Is it a sin to not like the holy name sung by professional singers?",https://www.thespiritualscientist.com/is-it-a-sin-to-not-like-the-holy-name-sung-by-professional-singers/
"If God knows the future, doesn't that make our destiny fixed?",https://www.thespiritualscientist.com/if-god-knows-the-future-doesnt-that-make-our-destiny-fixed/
"If somebody asks questions arrogantly, how should we respond?",https://www.thespiritualscientist.com/if-somebody-asks-questions-arrogantly-how-should-we-respond/
"04.09: Bridging the valley between amusing and amazing",https://www.thespiritualscientist.com/04-09-bridging-the-valley-between-amusing-and-amazing/
"Is the poison allegation true?",https://www.thespiritualscientist.com/is-the-poison-allegation-true/
"Is the ritvika claim true?",https://www.thespiritualscientist.com/is-the-ritvika-claim-true/
"07.26: The logic-free logic of love",https://www.thespiritualscientist.com/07-26-the-logic-free-logic-of-love/
"How does the soul fall from the spiritual world? What is the guarantee that we won't fall again?",https://www.thespiritualscientist.com/how-does-the-soul-fall-from-the-spiritual-world-what-is-the-guarantee-that-we-wont-fall-again/
"Why did God create the forbidden apple?",https://www.thespiritualscientist.com/why-did-god-create-the-forbidden-apple/
"How can knowing Krishna as the proprietor, enjoyer and benefactor bring us peace?",https://www.thespiritualscientist.com/how-can-knowing-krishna-as-the-proprietor-enjoyer-and-benefactor-bring-us-peace/
"How can God be chanchal (restless)?",https://www.thespiritualscientist.com/how-can-god-be-chanchal-restless/
"Can I chant the 'om namo bhagavate vasudevaya' mantra?",https://www.thespiritualscientist.com/can-i-chant-the-om-namo-bhagavate-vasudevaya-mantra/
"Was wheel invented in Satya-Yuga?",https://www.thespiritualscientist.com/was-wheel-invented-in-satya-yuga/
"05.21: Why give up the ocean for a drop?",https://www.thespiritualscientist.com/05-21-why-give-up-the-ocean-for-a-drop/
"BG 2.3",https://www.thespiritualscientist.com/bg-2-3/
"Why does Srila Prabhupada add electricity in the translation of 15.6?",https://www.thespiritualscientist.com/why-does-srila-prabhupada-add-electricity-in-the-translation-of-15-6/
"Why is Sanskrit considered suitable for computer usage? Why are many Sanskrit books ambiguous?",https://www.thespiritualscientist.com/why-is-sanskrit-considered-suitable-for-computer-usage-why-are-many-sanskrit-books-ambiguous/
"Why does Srila Prabhupada give two contradictory translations of the word “vraja” in 18.66?",https://www.thespiritualscientist.com/why-does-srila-prabhupada-give-two-contradictory-translations-of-the-word-vraja-in-18-66/
"03.32: Krishna is attained not by playing with the intellect but by striving with the will",https://www.thespiritualscientist.com/03-32-krishna-is-attained-not-by-playing-with-the-intellect-but-by-striving-with-the-will/
"10.33: Time expresses Krishna’s tough love",https://www.thespiritualscientist.com/10-33-time-expresses-krishnas-tough-love/
"15.10: “Seeing is believing” is an insult to human intelligence",https://www.thespiritualscientist.com/15-10-seeing-is-believing-is-an-insult-to-human-intelligence/
"15.15: Krishna is ever-waiting, ever-willing and ever-working",https://www.thespiritualscientist.com/15-15-krishna-is-ever-waiting-ever-willing-and-ever-working/
"Why should we chant on beads?",https://www.thespiritualscientist.com/why-should-we-chant-on-beads/
"Why does one get diseases despite having been spiritual since birth?",https://www.thespiritualscientist.com/why-does-one-get-diseases-despite-having-been-spiritual-since-birth/
"When the Pandavas were born of various demigods, why are they called the sons of Pandu?",https://www.thespiritualscientist.com/when-the-pandavas-were-born-of-various-demigods-why-are-they-called-the-sons-of-pandu/
"If God is present everywhere, is he present in stool?",https://www.thespiritualscientist.com/if-god-is-present-everywhere-is-he-present-in-stool/
"Why does the bodily energy during sleep?",https://www.thespiritualscientist.com/why-does-the-bodily-energy-during-sleep/
"How does religion differ from spirituality?",https://www.thespiritualscientist.com/how-does-religion-differ-from-spirituality/
"How does one find the right path to attain peace?",https://www.thespiritualscientist.com/how-does-one-find-the-right-path-to-attain-peace/
"Why did Bhishma wait till Uttarayana to leave his body?",https://www.thespiritualscientist.com/why-did-bhishma-wait-till-uttarayana-to-leave-his-body/
"Is Mohammed predicted in the Bhavishya Purana?",https://www.thespiritualscientist.com/is-mohammed-predicted-in-the-bhavishya-purana/
"04.02: Not turning back the clock, but turning on the compass",https://www.thespiritualscientist.com/04-02-not-turning-back-the-clock-but-turning-on-the-compass/
"Managing Our Emotions - The Spiritual Way",https://www.thespiritualscientist.com/managing-our-emotions-the-spiritual-way/
"15.12-14: Matters that matter more than matter",https://www.thespiritualscientist.com/15-12-14-matters-that-matter-more-than-matter/
"The Symbiotic Factory",https://www.thespiritualscientist.com/the-symbiotic-factory/
"Made Just For You",https://www.thespiritualscientist.com/made-just-for-you/
"When Monkeys Start Typing",https://www.thespiritualscientist.com/when-monkeys-start-typing/
"How Everything Began",https://www.thespiritualscientist.com/how-everything-began/
"Happy New Year",https://www.thespiritualscientist.com/happy-new-year/
"Guided Missiles, Misguided Men",https://www.thespiritualscientist.com/guided-missiles-misguided-men/
"Is Something Missing in  Modern Education?",https://www.thespiritualscientist.com/is-something-missing-in-modern-education/
Foolososphy,https://www.thespiritualscientist.com/foolososphy/
"Where Technology Falls Short",https://www.thespiritualscientist.com/where-technology-falls-short/
"Smiling Faces, Crying Hearts",https://www.thespiritualscientist.com/smiling-faces-crying-hearts/
"The One-Eyed Modern Guru",https://www.thespiritualscientist.com/the-one-eyed-modern-guru/
"The Tea Quake",https://www.thespiritualscientist.com/the-tea-quake/
"Bad habits – Causes and Cures",https://www.thespiritualscientist.com/bad-habits-causes-and-cures/
"18.64-65: Love that doesn’t appoint to DIS-appoint",https://www.thespiritualscientist.com/18-64-65-love-that-doesnt-appoint-to-dis-appoint/
"Why was Pururava not purified by worship of Lord Vishnu, as was Dhruva Maharaj?",https://www.thespiritualscientist.com/why-was-pururava-not-purified-by-worship-of-lord-vishnu-as-was-dhruva-maharaj/
"sample wav audio",https://www.thespiritualscientist.com/sample-wav-audio/
"10.41: The Sense, the Nonsense and the Trans-Sense of Worldly Mania",https://www.thespiritualscientist.com/10-41-the-sense-the-nonsense-and-the-trans-sense-of-worldly-mania/
"05.22: FIT intelligence immunizes us to illusion",https://www.thespiritualscientist.com/05-22-fit-intelligence-immunizes-us-to-illusion/
"How can we understand that some of Prabhupada's prophecies didn't come true?",https://www.thespiritualscientist.com/how-can-we-understand-that-some-of-prabhupadas-prophecies-didnt-come-true/
"Why do the Vedic scriptures sometimes contain verses with an apparently Mayavadi import?",https://www.thespiritualscientist.com/why-do-the-vedic-scriptures-sometimes-contain-verses-with-an-apparently-mayavadi-import/
"Is seeing believing?",https://www.thespiritualscientist.com/is-seeing-believing/
"Should we use the words ""fools and rascals"" just as Srila Prabhupada did?",https://www.thespiritualscientist.com/should-we-use-the-words-fools-and-rascals-just-as-srila-prabhupada-did/
"Is the concept of inconceivability not a license of illogicality?",https://www.thespiritualscientist.com/is-the-concept-of-inconceivability-not-a-license-of-illogicality/
"09.14: Love is in the SOUND",https://www.thespiritualscientist.com/09-14-love-is-in-the-sound/
"If intelligence is higher than the mind, then why does intelligence come from passion and mind from goodness?",https://www.thespiritualscientist.com/if-intelligence-is-higher-than-the-mind-then-why-does-intelligence-come-from-passion-and-mind-from-goodness/
"09.30-31: Krishna’s love is unconditional yet conditional",https://www.thespiritualscientist.com/09-30-31-krishnas-love-is-unconditional-yet-conditional/
"Is seeing Krishna's hand in everything just a psychological adjustment?",https://www.thespiritualscientist.com/is-seeing-krishnas-hand-in-everything-just-a-psychological-adjustment/
"Is there something called as ""Untimely Death""?",https://www.thespiritualscientist.com/is-there-something-called-as-untimely-death/
"Do all activities other than spiritual fall under eating, sleeping, mating and defending?",https://www.thespiritualscientist.com/do-all-activities-other-than-spiritual-fall-under-eating-sleeping-mating-and-defending/
"Unless we find fault how can we differentiate between saint from a swindler?",https://www.thespiritualscientist.com/unless-we-find-fault-how-can-we-differentiate-between-saint-from-a-swindler/
"The Spiritual Dimension of Life",https://www.thespiritualscientist.com/the-spiritual-dimension-of-life/
"Does Religion Cause War? (Article)",https://www.thespiritualscientist.com/does-religion-cause-war-article/
"The Science of Karma",https://www.thespiritualscientist.com/the-science-of-karma/
"Natural Calamities –  Why? What to do?",https://www.thespiritualscientist.com/natural-calamities-why-what-to-do/
"Artificial Rains –  Imaginary Gains, Real Pains",https://www.thespiritualscientist.com/artificial-rains-imaginary-gains-real-pains/
"Sexuality and Spirituality",https://www.thespiritualscientist.com/sexuality-and-spirituality/
"Material  Diversity, Spiritual Equality",https://www.thespiritualscientist.com/material-diversity-spiritual-equality/
"The Complete Social Service",https://www.thespiritualscientist.com/the-complete-social-service/
"Think Before You Eat",https://www.thespiritualscientist.com/think-before-you-eat/
"The Untapped Glory of India",https://www.thespiritualscientist.com/the-untapped-glory-of-india/
"Spirituality – The Foundation of Morality",https://www.thespiritualscientist.com/spirituality-the-foundation-of-morality/
"From Adversity to Prosperity",https://www.thespiritualscientist.com/from-adversity-to-prosperity/
"Made For Each Other",https://www.thespiritualscientist.com/made-for-each-other/
"When Science Points to Spirituality",https://www.thespiritualscientist.com/when-science-points-to-spirituality/
"Your Cosmic Specialness",https://www.thespiritualscientist.com/your-cosmic-specialness/
"Bhagavad-gita for the Jet-age",https://www.thespiritualscientist.com/bhagavad-gita-for-the-jet-age/
"The Respiritualization Of Science",https://www.thespiritualscientist.com/the-respiritualization-of-science/
"A Science Of Values",https://www.thespiritualscientist.com/a-science-of-values/
"Atheism Refuted",https://www.thespiritualscientist.com/atheism-refuted/
"03.41: Response to Temptation: Welcome Tune or Alarm Bell?",https://www.thespiritualscientist.com/03-41-response-to-temptation-welcome-tune-or-alarm-bell/
"03.36: A game that we can’t win and can’t quit",https://www.thespiritualscientist.com/03-36-a-game-that-we-cant-win-and-cant-quit/
"Why is Krishna considered Supreme among all gods?",https://www.thespiritualscientist.com/why-is-krishna-considered-supreme-among-all-gods/
"14.12: Desire the worthy, not the trendy",https://www.thespiritualscientist.com/14-12-desire-the-worthy-not-the-trendy/
"Why does God use second-hand souls?",https://www.thespiritualscientist.com/why-does-god-use-second-hand-souls/
"How can material senses perceive something spiritual?",https://www.thespiritualscientist.com/how-can-material-senses-perceive-something-spiritual/
"When we can return to Krishna by love and devotion, why do we need to study scriptures?",https://www.thespiritualscientist.com/when-we-can-return-to-krishna-by-love-and-devotion-why-do-we-need-to-study-scriptures/
"Why are there contradictions between Mahabharata and Bhagavatam?",https://www.thespiritualscientist.com/why-are-there-contradictions-between-mahabharata-and-bhagavatam/
"When Krishna says that we shouldn't take his name in front of an atheist, why does ISKCON share the holy name publically?",https://www.thespiritualscientist.com/when-krishna-says-that-we-shouldnt-take-his-name-in-front-of-an-atheist-why-does-iskcon-share-the-holy-name-publically/
"Is the body like a machine or not?",https://www.thespiritualscientist.com/is-the-body-like-a-machine-or-not/
"07.19 - Krishna is everything, but everything is not Krishna",https://www.thespiritualscientist.com/07-19-krishna-is-everything-but-everything-is-not-krishna/
"Is the incident of Lord Rama worshiping Lord Shiva not mentioned in Valkmiki Ramayan?",https://www.thespiritualscientist.com/is-the-incident-of-lord-rama-worshiping-lord-shiva-not-mentioned-in-valkmiki-ramayan/
"How can we avoid getting distracted by temptations?",https://www.thespiritualscientist.com/how-can-we-avoid-getting-distracted-by-temptations/
"16.03: Searching for the villain can’t help us in finding the hero",https://www.thespiritualscientist.com/16-03-searching-for-the-villain-cant-help-us-in-finding-the-hero/
"Why do some people consider the Vedas superior to the Puranas?",https://www.thespiritualscientist.com/why-do-some-people-consider-the-vedas-superior-to-the-puranas/
"06.44: How long will we run away from Krishna?",https://www.thespiritualscientist.com/06-44-how-long-will-we-run-away-from-krishna/
"Doesn’t faith in God express the rejection of our human intelligence?",https://www.thespiritualscientist.com/doesnt-faith-in-god-express-the-rejection-of-our-human-intelligence/
"13.08: Humiliation is false ego frustrated, humility is false ego rejected",https://www.thespiritualscientist.com/13-08-humiliation-is-false-ego-frustrated-humility-is-false-ego-rejected/
"15.18: Our Choice: Infinite Longings or Longing for the Infinite?",https://www.thespiritualscientist.com/15-18-our-choice-infinite-longings-or-longing-for-the-infinite/
"Is living in the present equivalent to brahman realization?",https://www.thespiritualscientist.com/is-living-in-the-present-equivalent-to-brahman-realization/
"How do people get insights during dreams?",https://www.thespiritualscientist.com/how-do-people-get-insights-during-dreams/
"If the Vedic culture existed all over the world in ancient times, why are there so many dissimilarities in ancient cultures?",https://www.thespiritualscientist.com/if-the-vedic-culture-existed-all-over-the-world-in-ancient-times-why-are-there-so-many-dissimilarities-in-ancient-cultures/
"How can one logically prove the presence of God?",https://www.thespiritualscientist.com/how-can-one-logically-prove-the-presence-of-god/
"08.20: Death is a nightmare from which we have the power to wake up",https://www.thespiritualscientist.com/08-20-death-is-a-nightmare-from-which-we-have-the-power-to-wake-up/
"02.44: When spiritual life seems dry and tasteless….",https://www.thespiritualscientist.com/02-44-when-spiritual-life-seems-dry-and-tasteless/
"07.14: The Merciless Microscope of Maya",https://www.thespiritualscientist.com/07-14-the-merciless-microscope-of-maya/
"07.24: When excess makes a good thing worse than bad…",https://www.thespiritualscientist.com/07-24-when-excess-makes-a-good-thing-worse-than-bad/
"06.06: The mind can impel, not compel",https://www.thespiritualscientist.com/06-06-the-mind-can-impel-not-compel/
"How to deal with a blasphemous colleague?",https://www.thespiritualscientist.com/how-to-deal-with-a-blasphemous-colleague/
"Are desires the cause of the modes or the modes the cause of desires?",https://www.thespiritualscientist.com/are-desires-the-cause-of-the-modes-or-the-modes-the-cause-of-desires/
"Why does ISKCON give less emphasis on Lord Rama?",https://www.thespiritualscientist.com/why-does-iskcon-give-less-emphasis-on-lord-rama/
"How to deal with aggressive atheists",https://www.thespiritualscientist.com/how-to-deal-with-aggressive-atheists/
"07.15: Are we violating our own human rights?",https://www.thespiritualscientist.com/07-15-are-we-violating-our-own-human-rights/
"Is the Vedic concept of Maya same as the Christian concept of Satan?",https://www.thespiritualscientist.com/is-the-vedic-concept-of-maya-same-as-the-christian-concept-of-satan/
"What is actually preserved when someone falls down in spirtual life?",https://www.thespiritualscientist.com/what-is-actually-preserved-when-someone-falls-down-in-spirtual-life/
"06.36: Conquer Provocative Mind with Evocative Mantra",https://www.thespiritualscientist.com/06-36-conquer-provocative-mind-with-evocative-mantra/
"Why is God not humble?",https://www.thespiritualscientist.com/why-is-god-not-humble/
"16.09: When ignorance seeks to fly with intellectual wings…",https://www.thespiritualscientist.com/16-09-when-ignorance-seeks-to-fly-with-intellectual-wings/
"18.58: True to oneself or true tool to one’s self?",https://www.thespiritualscientist.com/18-58-true-to-oneself-or-true-tool-to-ones-self/
"Six Opulences of Lord Chaitanya (1): Beauty",https://www.thespiritualscientist.com/six-opulences-of-lord-chaitanya-1-beauty/
"Six Opulences of Lord Chaitanya (2): Beauty part 2",https://www.thespiritualscientist.com/six-opulences-of-lord-chaitanya-2-beauty-part-2/
"Six Opulences of Lord Chaitanya (3): Knowledge",https://www.thespiritualscientist.com/six-opulences-of-lord-chaitanya-3-knowledge/
"Six Opulences of Lord Chaitanya (4): Renunciation",https://www.thespiritualscientist.com/six-opulences-of-lord-chaitanya-4-renunciation/
"Six Opulences of Lord Chaitanya (6): Strength Wealth Fame part 2",https://www.thespiritualscientist.com/six-opulences-of-lord-chaitanya-6-strength-wealth-fame-part-2/
"Six Opulences of Lord Chaitanya (5): Strength Wealth Fame part 1",https://www.thespiritualscientist.com/six-opulences-of-lord-chaitanya-5-strength-wealth-fame-part-1/
"09.18: Krishna is a coach, not a critic",https://www.thespiritualscientist.com/09-18-krishna-is-a-coach-not-a-critic/
"Important note about all audio files",https://www.thespiritualscientist.com/important-note-about-all-audio-files/
"Gita Overview 1 (1.1-1.47)",https://www.thespiritualscientist.com/gita-overview-1-1-1-1-47/
"Gita Overview 5 (2.54-3.8)",https://www.thespiritualscientist.com/gita-overview-5-2-54-3-8/
"Gita Overview 2 (2.1-2.30)",https://www.thespiritualscientist.com/gita-overview-2-2-1-2-30/
"Doesn’t the institutionalization of spirituality kill its spirit?",https://www.thespiritualscientist.com/doesnt-the-institutionalization-of-spirituality-kill-its-spirit/
"06.22: Happiness: Three unworthy Us vs one worthy U",https://www.thespiritualscientist.com/06-22-happiness-three-unworthy-us-vs-one-worthy-u/
"If Lord Chaitanya is an hidden incarnation, then why do devotees not let him stay hidden?",https://www.thespiritualscientist.com/if-lord-chaitanya-is-an-hidden-incarnation-then-why-do-devotees-not-let-him-stay-hidden/
"How does hynotic regression provide evidence for reincarnation?",https://www.thespiritualscientist.com/how-does-hynotic-regression-provide-evidence-for-reincarnation/
"03.36: When our impulses hold our values hostage…",https://www.thespiritualscientist.com/03-36-when-our-impulses-hold-our-values-hostage/
"09.13-14: Transforming our heart into a garden blossoming with the flowers of love",https://www.thespiritualscientist.com/09-13-14-transforming-our-heart-into-a-garden-blossoming-with-the-flowers-of-love/
"14.13: Are we being dulled and lulled?",https://www.thespiritualscientist.com/14-13-are-we-being-dulled-and-lulled/
"11.04: Pride demands and blames, humility begs and waits",https://www.thespiritualscientist.com/11-04-pride-demands-and-blames-humility-begs-and-waits/
"All animals are said to be in the mode of ignorance. Then is the cow also in the mode of ignorance? If yes, then why is it consdered sacred?",https://www.thespiritualscientist.com/all-animals-are-said-to-be-in-the-mode-of-ignorance-then-is-the-cow-also-in-the-mode-of-ignorance-if-yes-then-why-is-it-consdered-sacred/
"Do material desires age with age? If one finds it difficult to control material desires, is it advisable to put off the inner fight till one grows older when it will be easier?",https://www.thespiritualscientist.com/do-material-desires-age-with-age-if-one-finds-it-difficult-to-control-material-desires-is-it-advisable-to-put-off-the-inner-fight-till-one-grows-older-when-it-will-be-easier/
"History of Gaudiya Vaishnavism I - Pre-Chaitanya Vaishnavism",https://www.thespiritualscientist.com/history-of-gaudiya-vaishnavism-i-pre-chaitanya-vaishnavism/
"09.10: Fantastic? Yes. Fantasy? No.",https://www.thespiritualscientist.com/09-10-fantastic-yes-fantasy-no/
"16.21-22: Are mental parasites sucking our energy?",https://www.thespiritualscientist.com/16-21-22-are-mental-parasites-sucking-our-energy/
"09.11: Avoid a void",https://www.thespiritualscientist.com/09-11-avoid-a-void/
"History of Gaudiya Vaishnavism - II (Post Chaitanya phase)",https://www.thespiritualscientist.com/history-of-gaudiya-vaishnavism-ii-post-chaitanya-phase/
"Queen Kunti's Prayers - 1 (1.8.18-24)",https://www.thespiritualscientist.com/queen-kuntis-prayers-1-1-8-18-24/
"02.60: The way to say “No” is to say “Yes”",https://www.thespiritualscientist.com/02-60-the-way-to-say-no-is-to-say-yes/
"Does God really helps when we are in need?.",https://www.thespiritualscientist.com/does-god-really-helps-when-we-are-in-need/
"What is the reason for constantly falling down in spiritual life?",https://www.thespiritualscientist.com/what-is-the-reason-for-constantly-falling-down-in-spiritual-life/
"How can we increase our mental energy?",https://www.thespiritualscientist.com/how-can-we-increase-our-mental-energy/
"02.23: Can’t set things right? See things right",https://www.thespiritualscientist.com/02-23-cant-set-things-right-see-things-right/
"Why Draupadi didn't allow Karna to participate in her swayamvar competition?",https://www.thespiritualscientist.com/why-draupadi-didnt-allow-karna-to-participate-in-her-swayamvar-competition/
"Did the demons' residing places change over the ages from different planets in Satya Yuga and same heart in Kali Yuga?",https://www.thespiritualscientist.com/did-the-demons-residing-places-change-over-the-ages-from-different-planets-in-satya-yuga-and-same-heart-in-kali-yuga/
"14.17: Beyond rapidity and vapidity to clarity and serenity",https://www.thespiritualscientist.com/14-17-beyond-rapidity-and-vapidity-to-clarity-and-serenity/
"The Mystery of Reincarnation",https://www.thespiritualscientist.com/the-mystery-of-reincarnation/
"Why did Chaitanya Mahaprabhu take sannyasa from a Mayavadi teacher?",https://www.thespiritualscientist.com/why-did-chaitanya-mahaprabhu-take-sannyasa-from-a-mayavadi-teacher/
"How to understand Krsna is non-different from His Name?",https://www.thespiritualscientist.com/how-to-understand-krsna-is-non-different-from-his-name/
"16.08: Are we becoming a society of materialistic fanatics?",https://www.thespiritualscientist.com/16-08-are-we-becoming-a-society-of-materialistic-fanatics/
"When the brain gets damaged, the intellectual and brain functions get impeded. Doesn't this prove that the brain produces consciousness?",https://www.thespiritualscientist.com/when-the-brain-gets-damaged-the-intellectual-and-brain-functions-get-impeded-doesnt-this-prove-that-the-brain-produces-consciousness/
"Isn't it easier and safer to experience material enjoyment and then renounce it?",https://www.thespiritualscientist.com/isnt-it-easier-and-safer-to-experience-material-enjoyment-and-then-renounce-it/
"18.63: The Gita transforms the head into a runway for the heart",https://www.thespiritualscientist.com/18-63-the-gita-transforms-the-head-into-a-runway-for-the-heart/
"Should one come up to the level of chanting 16 rounds gradually so that we can sustain it or as quickly as possible?",https://www.thespiritualscientist.com/should-one-come-up-to-the-level-of-chanting-16-rounds-gradually-so-that-we-can-sustain-it-or-as-quickly-as-possible/
"03.21: The Gita lives through those who live the Gita",https://www.thespiritualscientist.com/03-21-the-gita-lives-through-those-who-live-the-gita/
"Why are Lord Chaitanya and Nityananda Prabhu on the altar twice - as Deities and in the Pancha Tattva picture?",https://www.thespiritualscientist.com/why-are-lord-chaitanya-and-nityananda-prabhu-on-the-altar-twice-as-deities-and-in-the-pancha-tattva-picture/
"Why is the index finger considered inauspicious?",https://www.thespiritualscientist.com/why-is-the-index-finger-considered-inauspicious/
"How can one control envy?",https://www.thespiritualscientist.com/how-can-one-control-envy/
"Do different Brahmas have different lifespans?",https://www.thespiritualscientist.com/do-different-brahmas-have-different-lifespans/
"How can God be happy when we are suffering?",https://www.thespiritualscientist.com/how-can-god-be-happy-when-we-are-suffering/
"10.34: Is the immediate encroaching on the ultimate?",https://www.thespiritualscientist.com/10-34-is-the-immediate-encroaching-on-the-ultimate/
"Is sannyasa forbidden in Kali-yuga? If so, then why does ISKCON give sannyasa?",https://www.thespiritualscientist.com/is-sannyasa-forbidden-in-kali-yuga-if-so-then-why-does-iskcon-give-sannyasa/
"History of Gaudiya Vaishnavism III - The Beginnings of Modernity",https://www.thespiritualscientist.com/history-of-gaudiya-vaishnavism-iii-the-beginnings-of-modernity/
"15.07: To be apart or to be a part?",https://www.thespiritualscientist.com/15-07-to-be-apart-or-to-be-a-part/
"13.10-11: Let's make our memory our treasury",https://www.thespiritualscientist.com/13-10-11-lets-make-our-memory-our-treasury/
"Did Jainism exist in Satya Yuga?",https://www.thespiritualscientist.com/did-jainism-exist-in-satya-yuga/
"Did the worship of Krishna Deities exist before the appearance of Krishna in the world?",https://www.thespiritualscientist.com/did-the-worship-of-krishna-deities-exist-before-the-appearance-of-krishna-in-the-world/
"Why did Bhaktivinoda Thakura write a controversial book like Krishna Samhita?",https://www.thespiritualscientist.com/why-did-bhaktivinoda-thakura-write-a-controversial-book-like-krishna-samhita/
"09.02: Bhakti makes the spiritual journey a joyful journey",https://www.thespiritualscientist.com/09-02-bhakti-makes-the-spiritual-journey-a-joyful-journey/
"Bhishma Stuti 1.9.32-42",https://www.thespiritualscientist.com/bhishma-stuti-1-9-32-42/
"What pushed Vaishnavism down from 2000 BC to 1000 AD?",https://www.thespiritualscientist.com/what-pushed-vaishnavism-down-from-2000-bc-to-1000-ad/
